1,STATE,STATE ABBREVIATION,D,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),CANDIDATE NAME (Last),"CANDIDATE NAME (Last, First)",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL VOTES,GENERAL %,"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",FOOTNOTES,,,
231,Arizona,AZ,08,H0AZ08015,,Jesse,Kelly,"Kelly, Jesse",,R,"43,097",48.31%,,,"134,124",47.30%,,,,,,
232,Arizona,AZ,08,H0AZ08056,,Jonathan,Paton,"Paton, Jonathan",,R,"37,066",41.55%,,,,,,,,,,
233,Arizona,AZ,08,H0AZ08031,,Brian,Miller,"Miller, Brian",,R,"6,613",7.41%,,,,,,,,,,
234,Arizona,AZ,08,H6AZ08103,,Jay,Quick,"Quick, Jay",,R,"1,933",2.17%,,,,,,,,,,
235,Arizona,AZ,08,H0AZ08023,,Andy,Goss,"Goss, Andy",,R,502,0.56%,,,,,,,,,,
236,Arizona,AZ,08,n/a,,,,,Party Votes:,R,"89,211",,,,,,,,,,,
237,Arizona,AZ,08,H0AZ08064,,Steven,Stoltz,"Stoltz, Steven",,LIB,482,100.00%,,,"11,174",3.94%,,,,,,
238,Arizona,AZ,08,n/a,,,,,Party Votes:,LIB,482,,,,,,,,,,,
239,Arizona,AZ,08,n/a,,,,,District Votes:,,"145,223",,,,"283,578",,,,,,,
240,Arizona,AZ,,n/a,,,,,,,,,,,,,,,,,,
241,Arizona,AZ,H,n/a,,,,,Total State Votes:,,"830,858",,,,"1,698,145",,,,,,,
242,Arizona,AZ,,n/a,,,,,,,,,,,,,,,,,,
243,Arizona,AZ,,n/a,,,,,,,,,,,,,,,,,,
244,Arizona,AZ,S,S6AZ00019,(I),John,McCain,"McCain, John",,R,"333,744",56.25%,,,"1,005,615",58.86%,,,,,,
245,Arizona,AZ,S,S0AZ00251,,J.D.,Hayworth,"Hayworth, J.D.",,R,"190,229",32.06%,,,,,,,,,,
246,Arizona,AZ,S,S0AZ00194,,Jim,Deakin,"Deakin, Jim",,R,"69,328",11.69%,,,,,,,,,,
247,Arizona,AZ,S,n/a,,,,,Party Votes:,R,"593,301",,,,,,,,,,,
248,Arizona,AZ,S,S0AZ00269,,Rodney,Glassman,"Glassman, Rodney",,D,"100,307",34.60%,,,"592,011",34.65%,,,,,,
249,Arizona,AZ,S,S4AZ00055,,Cathy,Eden,"Eden, Cathy",,D,"76,487",26.39%,,,,,,,,,,
250,Arizona,AZ,S,S0AZ00293,,John,Dougherty,"Dougherty, John",,D,"68,589",23.66%,,,,,,,,,,
251,Arizona,AZ,S,S0AZ00277,,Randy,Parraz,"Parraz, Randy",,D,"44,435",15.33%,,,,,,,,,,
252,Arizona,AZ,S,S0AZ00319,,William,Koller,"Koller, William",,W(D),48,0.02%,,,,,,,,,,
253,Arizona,AZ,S,n/a,,,,,Party Votes:,D,"289,866",,,,,,,,,,,
254,Arizona,AZ,S,S0AZ00301,,David F.,Nolan,"Nolan, David F.",,LIB,"2,669",100.00%,,,"80,097",4.69%,,,,,,
255,Arizona,AZ,S,n/a,,,,,Party Votes:,LIB,"2,669",,,,,,,,,,,
256,Arizona,AZ,S,S0AZ00285,,Jerry,Joslyn,"Joslyn, Jerry",,GRE,"1,948",100.00%,,,"24,603",1.44%,,,,,,
257,Arizona,AZ,S,n/a,,,,,Party Votes:,GRE,"1,948",,,,,,,,,,,
258,Arizona,AZ,S,S0AZ00244,,Ian ,Gilyeat,"Gilyeat, Ian ",,W,,,,,"5,938",0.35%,,,,,,
259,Arizona,AZ,S,n/a,,Loyd,Ellis,"Ellis, Loyd",,W,,,,,160,0.01%,,,,,,
260,Arizona,AZ,S,S0AZ00327 ,,Santos,Chavez,"Chavez, Santos",,W,,,,,39,0.00%,,,,,,
261,Arizona,AZ,S,S0AZ00335 ,,Sydney ,Dudikoff,"Dudikoff, Sydney ",,W,,,,,14,0.00%,,,,,,
262,Arizona,AZ,S,S6AZ00191,,Ray J. ,Caplette,"Caplette, Ray J. ",,W,,,,,7,0.00%,,,,,,
263,Arizona,AZ,S,n/a,,,,,Total State Votes:,,"887,784",,,,"1,708,484",,,,,,,
264,,,,n/a,,,,,,,,,,,,,,,,,,
265,Arkansas,AR,01,H0AR01083,,Rick,Crawford,"Crawford, Rick",,R,"14,461",71.79%,,,"93,224",51.79%,,,,,,
266,Arkansas,AR,01,H0AR01125,,Princella D.,Smith,"Smith, Princella D.",,R,"5,682",28.21%,,,,,,,,,,
267,Arkansas,AR,01,n/a,,,,,Party Votes:,R,"20,143",,,,,,,,,,,
268,Arkansas,AR,01,H0AR01109,,Chad,Causey,"Causey, Chad",,D,"25,854",26.98%,"39,402",51.47%,"78,267",43.48%,,,,,,
269,Arkansas,AR,01,H0AR01117,,Tim,Wooldridge,"Wooldridge, Tim",,D,"36,809",38.41%,"37,156",48.53%,,,,,,,,
270,Arkansas,AR,01,H0AR01133,,David R.,Cook,"Cook, David R.",,D,"14,158",14.77%,,,,,,,,,,
271,Arkansas,AR,01,H0AR01141,,Steve,Bryles,"Bryles, Steve",,D,"9,650",10.07%,,,,,,,,,,
272,Arkansas,AR,01,H0AR01166,,Terry G.,Green,"Green, Terry G.",,D,"5,094",5.32%,,,,,,,,,,
273,Arkansas,AR,01,H0AR01174,,Ben,Ponder,"Ponder, Ben",,D,"4,270",4.46%,,,,,,,,,,
274,Arkansas,AR,01,n/a,,,,,Party Votes:,D,"95,835",,"76,558",,,,,,,,,
275,Arkansas,AR,01,H0AR01182,,Ken,Adler,"Adler, Ken",,GRE,,,,,"8,320",4.62%,,,,,,
276,Arkansas,AR,01,H0AR01158,,Mickey,Higgins,"Higgins, Mickey",,W,,,,,196,0.11%,,,,,,
277,Arkansas,AR,01,n/a,,,Scattered,Scattered,,W,,,,,9,0.00%,,,,,,
278,Arkansas,AR,01,n/a,,,,,District Votes:,,"115,978",,"76,558",,"180,016",,,,,,,
279,Arkansas,AR,,n/a,,,,,,,,,,,,,,,,,,
280,Arkansas,AR,02,H0AR02107,,Tim,Griffin,"Griffin, Tim",,R,"24,610",61.69%,,,"122,091",57.90%,,,,,,
281,Arkansas,AR,02,H0AR02115,,Scott,Wallace,"Wallace, Scott",,R,"15,285",38.31%,,,,,,,,,,
282,Arkansas,AR,02,n/a,,,,,Party Votes:,R,"39,895",,,,,,,,,,,
283,Arkansas,AR,02,H0AR02131,,Joyce,Elliott,"Elliott, Joyce",,D,"30,420",39.73%,"37,021",53.76%,"80,687",38.27%,,,,,,
284,Arkansas,AR,02,H0AR02123,,Robbie,Wills,"Wills, Robbie",,D,"21,299",27.82%,"31,844",46.24%,,,,,,,,
285,Arkansas,AR,02,H0AR02156,,David,Boling,"Boling, David",,D,"14,800",19.33%,,,,,,,,,,
286,Arkansas,AR,02,H0AR02164,,Patrick,Kennedy,"Kennedy, Patrick",,D,"5,032",6.57%,,,,,,,,,,
287,Arkansas,AR,02,H0AR02149,,John,Adams,"Adams, John",,D,"5,021",6.56%,,,,,,,,,,
288,Arkansas,AR,02,n/a,,,,,Party Votes:,D,"76,572",,"68,865",,,,,,,,,
289,Arkansas,AR,02,H0AR02172,,Lance,Levi,"Levi, Lance",,IND,,,,,"4,421",2.10%,,,,,,
290,Arkansas,AR,02,H0AR02180,,Lewis,Kennedy,"Kennedy, Lewis",,GRE,,,,,"3,599",1.71%,,,,,,
291,Arkansas,AR,02,n/a,,,Scattered,Scattered,,W,,,,,40,0.02%,,,,,,
292,Arkansas,AR,02,H8AR02118,,Danial,Suits,"Suits, Danial",,W,,,,,14,0.01%,,,,,,
293,Arkansas,AR,02,n/a,,,,,District Votes:,,"116,467",,"68,865",,"210,852",,,,,,,
294,Arkansas,AR,,n/a,,,,,,,,,,,,,,,,,,
295,Arkansas,AR,03,H0AR03055,,Steve,Womack,"Womack, Steve",,R,"19,414",31.18%,"18,334",51.77%,"148,581",72.44%,,,,,,
296,Arkansas,AR,03,H0AR03063,,Cecile,Bledsoe,"Bledsoe, Cecile",,R,"8,253",13.25%,"17,080",48.23%,,,,,,,,
297,Arkansas,AR,03,H2AR03192,,Gunner,DeLay,"DeLay, Gunner",,R,"8,088",12.99%,,,,,,,,,,
298,Arkansas,AR,03,H0AR03022,,Bernie,Skoch,"Skoch, Bernie",,R,"7,092",11.39%,,,,,,,,,,
299,Arkansas,AR,03,H0AR03097,,Doug,Matayo,"Matayo, Doug",,R,"6,088",9.78%,,,,,,,,,,
300,Arkansas,AR,03,H0AR03048,,Kurt,Maddox,"Maddox, Kurt",,R,"6,037",9.70%,,,,,,,,,,
301,Arkansas,AR,03,H0AR03071,,Mike,Moore,"Moore, Mike",,R,"4,801",7.71%,,,,,,,,,,
302,Arkansas,AR,03,H0AR03089,,Steve,Lowry,"Lowry, Steve",,R,"2,491",4.00%,,,,,,,,,,
303,Arkansas,AR,03,n/a,,,,,Party Votes:,R,"62,264",,"35,414",,,,,,,,,
304,Arkansas,AR,03,H0AR03030,,David,Whitaker,"Whitaker, David",,D,Unopposed,,,,"56,542",27.56%,,,,,,
305,Arkansas,AR,03,n/a,,,,,District Votes:,,"62,264",,"35,414",,"205,123",,,,,,,
306,Arkansas,AR,,n/a,,,,,,,,,,,,,,,,,,
307,Arkansas,AR,04,H0AR04038,(I),Mike,Ross,"Ross, Mike",,D,Unopposed,,,,"102,479",57.53%,,,,,,
308,Arkansas,AR,04,H0AR04079,,Beth Anne,Rankin,"Rankin, Beth Anne",,R,"9,761",55.37%,,,"71,526",40.15%,,,,,,
309,Arkansas,AR,04,H0AR04061,,Glenn,Gallas,"Gallas, Glenn",,R,"7,867",44.63%,,,,,,,,,,
310,Arkansas,AR,04,n/a,,,,,Party Votes:,R,"17,628",,,,,,,,,,,
311,Arkansas,AR,04,H8AR04098,,Josh,Drake,"Drake, Josh",,GRE,,,,,"4,129",2.32%,,,,,,
312,Arkansas,AR,04,n/a,,,,,District Votes:,,"17,628",,,,"178,134",,,,,,,
313,Arkansas,AR,H,n/a,,,,,Total State Votes:,,"312,337",,"180,837",,"774,125",,,,,,,
314,Arkansas,AR,,n/a,,,,,,,,,,,,,,,,,,
315,Arkansas,AR,,n/a,,,,,,,,,,,,,,,,,,
316,Arkansas,AR,S,S0AR00150,,John,Boozman,"Boozman, John",,R,"75,010",52.73%,,,"451,618",57.90%,,,,,,
317,Arkansas,AR,S,S4AR00046,,Jim,Holt,"Holt, Jim",,R,"24,826",17.45%,,,,,,,,,,
318,Arkansas,AR,S,S0AR00077,,Gilbert,Baker,"Baker, Gilbert",,R,"16,540",11.63%,,,,,,,,,,
319,Arkansas,AR,S,S0AR00069,,"Conrad ""Colonel""",Reynolds,"Reynolds, Conrad ""Colonel""",,R,"7,128",5.01%,,,,,,,,,,
320,Arkansas,AR,S,S0AR00036,,Curtis,Coleman,"Coleman, Curtis",,R,"6,928",4.87%,,,,,,,,,,
321,Arkansas,AR,S,S0AR00085,,Kim,Hendren,"Hendren, Kim",,R,"5,551",3.90%,,,,,,,,,,
322,Arkansas,AR,S,S0AR00143,,Randy,Alexander,"Alexander, Randy",,R,"4,389",3.09%,,,,,,,,,,
323,Arkansas,AR,S,S0AR00044,,Fred,Ramey,"Ramey, Fred",,R,"1,888",1.33%,,,,,,,,,,
324,Arkansas,AR,S,n/a,,,,,Party Votes:,R,"142,260",,,,,,,,,,,
325,Arkansas,AR,S,S8AR00112,(I),Blanche Lambert,Lincoln,"Lincoln, Blanche Lambert",,D,"146,579",44.50%,"134,756",52.00%,"288,156",36.95%,,,,,,
326,Arkansas,AR,S,S0AR00168,,Bill,Halter,"Halter, Bill",,D,"140,081",42.53%,"124,405",48.00%,,,,,,,,
327,Arkansas,AR,S,S0AR00176,,DC,Morrison,"Morrison, DC",,D,"42,695",12.96%,,,,,,,,,,
328,Arkansas,AR,S,n/a,,,,,Party Votes:,D,"329,355",,"259,161",,,,,,,,,
329,Arkansas,AR,S,S0AR00135,,Trevor,Drown,"Drown, Trevor",,IND,,,,,"25,234",3.24%,,,,,,
330,Arkansas,AR,S,S0AR00184,,"John Laney, III",Gray,"Gray, John Laney, III",,GRE,,,,,"14,430",1.85%,,,,,,
331,Arkansas,AR,S,n/a,,,Scattered,Scattered,,W,,,,,376,0.05%,,,,,,
332,Arkansas,AR,S,S0AR00192,,"Stephan ""Troublemaker""",Hercher,"Hercher, Stephan ""Troublemaker""",,W,,,,,143,0.02%,,,,,,
333,Arkansas,AR,S,n/a,,,,,,,,,,,,,,,,,,
334,Arkansas,AR,S,n/a,,,,,Total State Votes:,,"471,615",,"259,161",,"779,957",,,,,,,
335,,,,n/a,,,,,,,,,,,,,,,,,,
336,California,CA,01,H8CA01109,(I),Mike,Thompson,"Thompson, Mike",,D,"74,695",100.00%,,,"147,307",62.79%,,,,,,
337,California,CA,01,n/a,,,,,Party Votes:,D,"74,695",,,,,,,,,,,
338,California,CA,01,H0CA01148,,Loren,Hanks,"Hanks, Loren",,R,"28,115",60.46%,,,"72,803",31.03%,,,,,,
339,California,CA,01,H0CA01155,,Randy ,Franck,"Franck, Randy ",,R,"18,383",39.54%,,,,,,,,,,
340,California,CA,01,n/a,,,,,Party Votes:,R,"46,498",,,,,,,,,,,
341,California,CA,01,H8CA01182,,Carol,Wolman,"Wolman, Carol",,GRE,"1,818",100.00%,,,"8,486",3.62%,,,,,,
342,California,CA,01,n/a,,,,,Party Votes:,GRE,"1,818",,,,,,,,,,,
343,California,CA,01,H0CA01163,,Mike,Rodrigues,"Rodrigues, Mike",,LIB,657,100.00%,,,"5,996",2.56%,,,,,,
344,California,CA,01,n/a,,,,,Party Votes:,LIB,657,,,,,,,,,,,
345,California,CA,01,n/a,,,,,District Votes:,,"123,668",,,,"234,592",,,,,,,
346,California,CA,,n/a,,,,,,,,,,,,,,,,,,
347,California,CA,02,H6CA02010,(I),Wally ,Herger,"Herger, Wally ",,R,"57,272",65.26%,,,"130,837",57.15%,,,,,,
348,California,CA,02,H0CA02120,,Pete ,Stiglich,"Stiglich, Pete ",,R,"30,487",34.74%,,,,,,,,,,
349,California,CA,02,n/a,,,,,Party Votes:,R,"87,759",,,,,,,,,,,
350,California,CA,02,H0CA02138,,Jim,Reed,"Reed, Jim",,D,"42,334",100.00%,,,"98,092",42.85%,,,,,,
351,California,CA,02,n/a,,,,,Party Votes:,D,"42,334",,,,,,,,,,,
352,California,CA,02,H0CA02146 ,,Mark A.,Jensen,"Jensen, Mark A.",,W,,,,,11,0.00%,,,,,,
353,California,CA,02,n/a,,,,,District Votes:,,"130,093",,,,"228,940",,,,,,,
354,California,CA,,n/a,,,,,,,,,,,,,,,,,,
355,California,CA,03,H6CA34112,(I),Dan,Lungren,"Lungren, Dan",,R,"71,918",100.00%,,,"131,169",50.08%,,,,,,
356,California,CA,03,n/a,,,,,Party Votes:,R,"71,918",,,,,,,,,,,
357,California,CA,03,H0CA03078,,Ami,Bera,"Bera, Ami",,D,"49,022",100.00%,,,"113,128",43.19%,,,,,,
358,California,CA,03,n/a,,,,,Party Votes:,D,"49,022",,,,,,,,,,,
359,California,CA,03,H0CA03102,,Jerry L.,Leidecker,"Leidecker, Jerry L.",,AIP,"1,614",100.00%,,,"6,577",2.51%,,,,,,
360,California,CA,03,n/a,,,,,Party Votes:,AIP,"1,614",,,,,,,,,,,
361,California,CA,03,H8CA03154,,Douglas Arthur,Tuma,"Tuma, Douglas Arthur",,LIB,581,100.00%,,,"6,275",2.40%,,,,,,
362,California,CA,03,n/a,,,,,Party Votes:,LIB,581,,,,,,,,,,,
363,California,CA,03,H6CA03109,,Mike,Roskey,"Roskey, Mike",,PAF,121,100.00%,,,"4,789",1.83%,,,,,,
364,California,CA,03,n/a,,,,,Party Votes:,PAF,121,,,,,,,,,,,
365,California,CA,03,n/a,,,,,District Votes:,,"123,256",,,,"261,938",,,,,,,
366,California,CA,,n/a,,,,,,,,,,,,,,,,,,
367,California,CA,04,H8CA04152,(I),Tom ,McClintock,"McClintock, Tom ",,R,"89,443",78.48%,,,"186,397",61.27%,,,,,,
368,California,CA,04,H0CA04142,,Michael,Babich,"Babich, Michael",,R,"24,528",21.52%,,,,,,,,,,
369,California,CA,04,n/a,,,,,Party Votes:,R,"113,971",,,,,,,,,,,
370,California,CA,04,H0CA04134,,Clint,Curtis,"Curtis, Clint",,D,"50,400",100.00%,,,"95,653",31.44%,,,,,,
371,California,CA,04,n/a,,,,,Party Votes:,D,"50,400",,,,,,,,,,,
372,California,CA,04,H0CA04159,,"Benjamin ""Ben""",Emery,"Emery, Benjamin ""Ben""",,GRE,728,100.00%,,,"22,179",7.29%,,,,,,
373,California,CA,04,n/a,,,,,Party Votes:,GRE,728,,,,,,,,,,,
374,California,CA,04,n/a,,,,,District Votes:,,"165,099",,,,"304,229",,,,,,,
375,California,CA,,n/a,,,,,,,,,,,,,,,,,,
376,California,CA,05,H6CA05195,(I),Doris,Matsui,"Matsui, Doris",,D,"56,762",100.00%,,,"124,220",72.05%,,,,,,
377,California,CA,05,n/a,,,,,Party Votes:,D,"56,762",,,,,,,,,,,
378,California,CA,05,H8CA05159,,Paul A.,Smith,"Smith, Paul A.",,R,"14,588",56.68%,,,"43,577",25.28%,,,,,,
379,California,CA,05,H0CA05073,,Erik,Smitt,"Smitt, Erik",,R,"11,148",43.32%,,,,,,,,,,
380,California,CA,05,n/a,,,,,Party Votes:,R,"25,736",,,,,,,,,,,
381,California,CA,05,H0CA05081,,Gerald Allen,Frink,"Frink, Gerald Allen",,PAF,168,100.00%,,,"4,594",2.66%,,,,,,
382,California,CA,05,n/a,,,,,Party Votes:,PAF,168,,,,,,,,,,,
383,California,CA,05,H0CA05099 ,,Tony,Lacy,"Lacy, Tony",,W,,,,,19,0.01%,,,,,,
384,California,CA,05,n/a,,,,,District Votes:,,"82,666",,,,"172,410",,,,,,,
385,California,CA,,n/a,,,,,,,,,,,,,,,,,,
386,California,CA,06,H2CA01045,(I),Lynn C.,Woolsey,"Woolsey, Lynn C.",,D,"92,204",99.99%,,,"172,216",65.94%,,,,,,
387,California,CA,06,H6CA06193,,,,"Halliwell, Michael J.",,W(D),11,0.01%,,,,,,,,,,
388,California,CA,06,n/a,,,,,Party Votes:,D,"92,215",,,,,,,,,,,
389,California,CA,06,H0CA06097,,Jim,Judd,"Judd, Jim",,R,"27,770",67.89%,,,"77,361",29.62%,,,,,,
390,California,CA,06,H6CA06193,,Michael,Halliwell,"Halliwell, Michael",,R,"13,136",32.11%,,,,,,,,,,
391,California,CA,06,n/a,,,,,Party Votes:,R,"40,906",,,,,,,,,,,
392,California,CA,06,H0CA06113,,Eugene E.,Ruyle,"Ruyle, Eugene E.",,PAF,185,100.00%,,,"5,915",2.26%,,,,,,
393,California,CA,06,n/a,,,,,Party Votes:,PAF,185,,,,,,,,,,,
394,California,CA,06,H0CA06105,,Joel,Smollen,"Smollen, Joel",,LIB,617,100.00%,,,"5,660",2.17%,,,,,,
395,California,CA,06,n/a,,,,,Party Votes:,LIB,617,,,,,,,,,,,
396,California,CA,06,H0CA06121,,Daniel W.,Roberts,"Roberts, Daniel W.",,W(AIP),27,100.00%,,,,,,,,,,
397,California,CA,06,n/a,,,,,Party Votes:,AIP,27,,,,,,,,,,,
398,California,CA,06,n/a,,,,,District Votes:,,"133,950",,,,"261,152",,,,,,,
399,California,CA,,n/a,,,,,,,,,,,,,,,,,,
400,California,CA,07,H6CA07043,(I),George ,Miller,"Miller, George ",,D,"52,210",85.04%,,,"122,118",68.25%,,,,,,
401,California,CA,07,H0CA07111,,John,Fitzgerald,"Fitzgerald, John",,D,"9,188",14.96%,,,,,,,,,,
402,California,CA,07,n/a,,,,,Party Votes:,D,"61,398",,,,,,,,,,,
403,California,CA,07,H0CA07103,,Rick,Tubbs,"Tubbs, Rick",,R,"15,245",57.07%,,,"56,798",31.75%,,,,,,
404,California,CA,07,H8CA07049,,Roger Allen,Petersen,"Petersen, Roger Allen",,R,"6,242",23.37%,,,,,,,,,,
405,California,CA,07,H8CA07031,,Virginia,Fuller,"Fuller, Virginia",,R,"3,662",13.71%,,,,,,,,,,
406,California,CA,07,H0CA00090,,Eugene ,Ray,"Ray, Eugene ",,R,"1,564",5.85%,,,,,,,,,,
407,California,CA,07,n/a,,,,,Party Votes:,R,"26,713",,,,,,,,,,,
408,California,CA,07,n/a,,,,,District Votes:,,"88,111",,,,"178,916",,,,,,,
409,California,CA,,n/a,,,,,,,,,,,,,,,,,,
410,California,CA,08,H8CA05035,(I),Nancy,Pelosi,"Pelosi, Nancy",,D,"77,175",100.00%,,,"167,957",80.07%,,,,,,
411,California,CA,08,n/a,,,,,Party Votes:,D,"77,175",,,,,,,,,,,
412,California,CA,08,H0CA08069,,John,Dennis,"Dennis, John",,R,"7,013",54.88%,,,"31,771",15.15%,,,,,,
413,California,CA,08,H8CA08062,,Dana,Walsh,"Walsh, Dana",,R,"5,766",45.12%,,,,,,,,,,
414,California,CA,08,n/a,,,,,Party Votes:,R,"12,779",,,,,,,,,,,
415,California,CA,08,H0CA08085,,Gloria E.,La Riva,"La Riva, Gloria E.",,PAF,216,100.00%,,,"5,161",2.46%,,,,,,
416,California,CA,08,n/a,,,,,Party Votes:,PAF,216,,,,,,,,,,,
417,California,CA,08,H6CA08173,,Philip ,Berg,"Berg, Philip ",,LIB,361,100.00%,,,"4,843",2.31%,,,,,,
418,California,CA,08,n/a,,,,,Party Votes:,LIB,361,,,,,,,,,,,
419,California,CA,08,H0CA08077,,Summer ,Shields,"Shields, Summer ",,W,,,,,24,0.01%,,,,,,
420,California,CA,08,n/a,,,,,District Votes:,,"90,531",,,,"209,756",,,,,,,
421,California,CA,,n/a,,,,,,,,,,,,,,,,,,
422,California,CA,09,H8CA09060,(I),Barbara,Lee,"Lee, Barbara",,D,"82,951",100.00%,,,"180,400",84.27%,,,,,,
423,California,CA,09,n/a,,,,,Party Votes:,D,"82,951",,,,,,,,,,,
424,California,CA,09,H0CA09075,,Gerald ,Hashimoto,"Hashimoto, Gerald ",,R,"10,067",100.00%,,,"23,054",10.77%,,,,,,
425,California,CA,09,n/a,,,,,Party Votes:,R,"10,067",,,,,,,,,,,
426,California,CA,09,H0CA09083,,Dave,Heller,"Heller, Dave",,GRE,"1,915",100.00%,,,"4,848",2.26%,,,,,,
427,California,CA,09,n/a,,,,,Party Votes:,GRE,"1,915",,,,,,,,,,,
428,California,CA,09,H2CA09097,,James,Eyer,"Eyer, James",,LIB,292,100.00%,,,"4,113",1.92%,,,,,,
429,California,CA,09,n/a,,,,,Party Votes:,LIB,292,,,,,,,,,,,
430,California,CA,09,H0CA09091,,Larry,Allen,"Allen, Larry",,PAF,205,100.00%,,,"1,670",0.78%,,,,,,
431,California,CA,09,n/a,,,,,Party Votes:,PAF,205,,,,,,,,,,,
432,California,CA,09,n/a,,,,,District Votes:,,"95,430",,,,"214,085",,,,,,,
433,California,CA,,n/a,,,,,,,,,,,,,,,,,,
434,California,CA,10,H0CA10149,(I),John,Garamendi,"Garamendi, John",,D,"62,138",100.00%,,,"137,578",58.84%,,,,,,
435,California,CA,10,n/a,,,,,Party Votes:,D,"62,138",,,,,,,,,,,
436,California,CA,10,H0CA10180,,Gary,Clift,"Clift, Gary",,R,"25,331",54.60%,,,"88,512",37.86%,,,,,,
437,California,CA,10,H0CA10230,,Buddy,Burke,"Burke, Buddy",,R,"21,060",45.40%,,,,,,,,,,
438,California,CA,10,n/a,,,,,Party Votes:,R,"46,391",,,,,,,,,,,
439,California,CA,10,H0CA10164,,Jeremy,Cloward,"Cloward, Jeremy",,GRE,502,100.00%,,,"7,716",3.30%,,,,,,
440,California,CA,10,n/a,,,,,Party Votes:,GRE,502,,,,,,,,,,,
441,California,CA,10,H0CA10214,,"Jerome H. ""Jerry""",Denham,"Denham, Jerome H. ""Jerry""",,AIP,"1,058",100.00%,,,,,,,,,,
442,California,CA,10,n/a,,,,,Party Votes:,AIP,"1,058",,,,,,,,,,,
443,California,CA,10,n/a,,,,,District Votes:,,"110,089",,,,"233,806",,,,,,,
444,California,CA,,n/a,,,,,,,,,,,,,,,,,,
445,California,CA,11,H4CA11081,(I),Jerry,McNerney,"McNerney, Jerry",,D,"48,772",100.00%,,,"115,361",47.97%,,,,,,
446,California,CA,11,n/a,,,,,Party Votes:,D,"48,772",,,,,,,,,,,
447,California,CA,11,H0CA10123,,David,Harmer,"Harmer, David",,R,"24,626",36.44%,,,"112,703",46.86%,,,,,,
448,California,CA,11,H0CA11303,,Brad,Goehring,"Goehring, Brad",,R,"18,300",27.08%,,,,,,,,,,
449,California,CA,11,H0CA11337,,"Antonio C. ""Tony""",Amador,"Amador, Antonio C. ""Tony""",,R,"13,355",19.76%,,,,,,,,,,
450,California,CA,11,H0CA11352,,Elizabeth,Emken,"Emken, Elizabeth",,R,"11,306",16.73%,,,,,,,,,,
451,California,CA,11,n/a,,,,,Party Votes:,R,"67,587",,,,,,,,,,,
452,California,CA,11,H0CA11360,,David,Christensen,"Christensen, David",,AIP,"1,291",100.00%,,,"12,439",5.17%,,,,,,
453,California,CA,11,n/a,,,,,Party Votes:,AIP,"1,291",,,,,,,,,,,
454,California,CA,11,n/a,,,,,District Votes:,,"117,650",,,,"240,503",,,,,,,
455,California,CA,,n/a,,,,,,,,,,,,,,,,,,
456,California,CA,12,H8CA12171,(I),Jackie ,Speier,"Speier, Jackie ",,D,"64,770",100.00%,,,"152,044",75.58%,,,,,,
457,California,CA,12,n/a,,,,,Party Votes:,D,"64,770",,,,,,,,,,,
458,California,CA,12,H8CA12148,,Mike,Moloney,"Moloney, Mike",,R,"20,460",97.26%,,,"44,475",22.11%,,,,,,
459,California,CA,12,H0CA12095,,Michael Douglas,Parker,"Parker, Michael Douglas",,W(R),576,2.74%,,,,,,,,,,
460,California,CA,12,n/a,,,,,Party Votes:,R,"21,036",,,,,,,,,,,
461,California,CA,12,H0CA12087,,Mark Paul,Williams,"Williams, Mark Paul",,LIB,313,100.00%,,,"4,611",2.29%,,,,,,
462,California,CA,12,n/a,,,,,Party Votes:,LIB,313,,,,,,,,,,,
463,California,CA,12,H0CA12103,,Joseph Michael,Harding,"Harding, Joseph Michael",,W,,,,,32,0.02%,,,,,,
464,California,CA,12,n/a,,,,,District Votes:,,"86,119",,,,"201,162",,,,,,,
465,California,CA,,n/a,,,,,,,,,,,,,,,,,,
466,California,CA,13,H6CA09023,(I),Fortney Pete,Stark,"Stark, Fortney Pete",,D,"48,603",84.35%,,,"118,278",71.95%,,,,,,
467,California,CA,13,H0CA13093,,Justin ,Jelincic,"Jelincic, Justin ",,D,"9,021",15.65%,,,,,,,,,,
468,California,CA,13,n/a,,,,,Party Votes:,D,"57,624",,,,,,,,,,,
469,California,CA,13,H0CA13101,,Forest ,Baker,"Baker, Forest ",,R,"10,591",54.53%,,,"45,575",27.73%,,,,,,
470,California,CA,13,H0CA13085,,Luis,Garcia,"Garcia, Luis",,R,"8,831",45.47%,,,,,,,,,,
471,California,CA,13,n/a,,,,,Party Votes:,R,"19,422",,,,,,,,,,,
472,California,CA,13,H0CA13119,,Chris,Pareja,"Pareja, Chris",,W,,,,,525,0.32%,,,,,,
473,California,CA,13,n/a,,,,,District Votes:,,"77,046",,,,"164,378",,,,,,,
474,California,CA,,n/a,,,,,,,,,,,,,,,,,,
475,California,CA,14,H8CA12098,(I),Anna G.,Eshoo,"Eshoo, Anna G.",,D,"66,978",100.00%,,,"151,217",69.09%,,,,,,
476,California,CA,14,n/a,,,,,Party Votes:,D,"66,978",,,,,,,,,,,
477,California,CA,14,H0CA14075,,Dave,Chapman,"Chapman, Dave",,R,"17,783",52.98%,,,"60,917",27.83%,,,,,,
